,Time,linear.x
158,1622521512.7327614,0.0
159,1622521512.7648654,0.0
160,1622521512.7755432,0.0
161,1622521512.8074565,0.0
162,1622521512.8181016,0.0
163,1622521512.8501158,0.0
164,1622521512.8607655,0.0
165,1622521512.8954988,0.0
166,1622521512.9061062,0.0
167,1622521512.938096,0.0
168,1622521512.948801,0.0
169,1622521512.980737,0.0
170,1622521512.9927235,0.0
171,1622521513.0233686,0.0
172,1622521513.0473695,0.0
173,1622521513.0714536,0.0
174,1622521513.097522,0.0
175,1622521513.1177392,0.0
176,1622521513.1498234,0.0
177,1622521513.1604028,0.0
178,1622521513.1923838,0.0
179,1622521513.2030795,0.0
180,1622521513.2380338,0.0
181,1622521513.2485929,0.0
182,1622521513.281408,0.0
183,1622521513.2928374,0.0
184,1622521513.3254907,0.0
185,1622521513.3361518,0.0
186,1622521513.3773909,0.0
187,1622521513.3893473,0.0
188,1622521513.4254045,0.0
189,1622521513.4401405,0.0
190,1622521513.4689796,0.0
191,1622521513.4895446,0.0
192,1622521513.5133634,0.0
193,1622521513.5457025,0.0
194,1622521513.5568779,0.0
195,1622521513.6060839,0.0
196,1622521513.6164074,0.0
197,1622521513.6483998,0.0
198,1622521513.6629224,0.0
199,1622521513.6962516,0.0
200,1622521513.7070582,0.0
201,1622521513.7402828,0.0
202,1622521513.7510042,0.0
203,1622521513.7873302,0.0
204,1622521513.7979536,0.0
205,1622521513.8383873,0.0
206,1622521513.8536575,0.0
207,1622521513.8869512,0.0
208,1622521513.9069464,0.0
209,1622521513.929576,0.0
210,1622521513.9654694,0.0
211,1622521513.980191,0.0
212,1622521514.0121734,0.0
213,1622521514.0228465,0.0
214,1622521514.054852,0.0
215,1622521514.0677352,0.0
216,1622521514.1050134,0.0
217,1622521514.117534,0.0
218,1622521514.153433,0.0
219,1622521514.1642833,0.0
220,1622521514.1961524,0.0
221,1622521514.2067506,0.0
222,1622521514.2414668,0.0
223,1622521514.2523482,0.0
224,1622521514.2859561,0.0
225,1622521514.3055878,0.0
226,1622521514.3310251,0.0
227,1622521514.3564024,0.0
228,1622521514.377592,0.0
229,1622521514.405739,0.0
230,1622521514.4189513,0.0
231,1622521514.4534006,0.0
232,1622521514.46409,0.0
233,1622521514.5296216,0.0
234,1622521514.5403593,0.0
235,1622521514.5775108,0.0
236,1622521514.589174,0.0
237,1622521514.6202893,0.0
238,1622521514.6309285,0.0
239,1622521514.6635532,0.0
240,1622521514.673659,0.0
241,1622521514.7082944,0.0
242,1622521514.720422,0.0
243,1622521514.7609005,0.0
244,1622521514.777038,0.0
245,1622521514.8036132,0.0
246,1622521514.8289685,0.0
247,1622521514.8464575,0.0
248,1622521514.883437,0.0
249,1622521514.8941052,0.0
250,1622521514.9261048,0.0
251,1622521514.938099,0.0
252,1622521514.9775643,0.0
253,1622521514.9893978,0.0
254,1622521515.0288513,0.0
255,1622521515.0395398,0.0
256,1622521515.0896087,0.0
257,1622521515.1031654,0.0
258,1622521515.1449687,0.0
259,1622521515.1556375,0.0
260,1622521515.1946952,0.0
261,1622521515.2194624,0.0
262,1622521515.2461405,0.0
263,1622521515.270025,0.0
264,1622521515.2913425,0.0
265,1622521515.3233724,0.0
266,1622521515.3340194,0.0
267,1622521515.3741405,0.0
268,1622521515.3848221,0.0
269,1622521515.4251006,0.0
270,1622521515.435759,0.0
271,1622521515.4712665,0.0
272,1622521515.481109,0.0
273,1622521515.5131402,0.0
274,1622521515.5237868,0.0
275,1622521515.555809,0.0
276,1622521515.566454,0.0
277,1622521515.6064515,0.0
278,1622521515.6210926,0.0
279,1622521515.659411,0.0
280,1622521515.6793869,0.0
281,1622521515.7093887,0.0
282,1622521515.7372215,0.0
283,1622521515.7559144,0.0
284,1622521515.7878935,0.0
285,1622521515.8000705,0.0
286,1622521515.8678865,0.0
287,1622521515.8789976,0.0
288,1622521515.9280438,0.0
289,1622521515.9493961,0.0
290,1622521515.9853756,0.0
291,1622521515.9975114,0.0
292,1622521516.0372937,0.0
293,1622521516.0567546,0.0
294,1622521516.1052954,0.0
295,1622521516.1156983,0.0
296,1622521516.1499608,0.0
297,1622521516.166155,0.0
298,1622521516.2017925,0.0
299,1622521516.220217,0.0
300,1622521516.2426047,0.0
301,1622521516.2827165,0.0
302,1622521516.3132632,0.0
303,1622521516.3526635,0.0
304,1622521516.3633301,0.0
305,1622521516.3953533,0.0
306,1622521516.4062314,0.0
307,1622521516.4443028,0.0
308,1622521516.4637818,0.0
309,1622521516.5068624,0.0
310,1622521516.5199952,0.0
311,1622521516.5533233,0.0
312,1622521516.5651634,0.0
313,1622521516.6047974,0.0
314,1622521516.6154823,0.0
315,1622521516.6494367,0.0
316,1622521516.6600988,0.0
317,1622521516.6947775,0.0
318,1622521516.7093275,0.0
319,1622521516.7374456,0.0
320,1622521516.7612832,0.0
321,1622521516.7918346,0.0
322,1622521516.8107266,0.0
323,1622521516.8420613,0.0
324,1622521516.8660936,0.0
325,1622521516.9040828,0.0
326,1622521516.9246128,0.0
327,1622521516.9546998,0.0
328,1622521516.9776974,0.0
329,1622521517.023574,0.0
330,1622521517.0409029,0.0
331,1622521517.0737293,0.0
332,1622521517.0931256,0.0
333,1622521517.122501,0.0
334,1622521517.1398206,0.0
335,1622521517.1731484,0.0
336,1622521517.1971984,0.0
337,1622521517.2237954,0.0
338,1622521517.2500858,0.3899999856948853
339,1622521517.2754605,0.41999998688697815
340,1622521517.2914448,0.4300000071525574
341,1622521517.3291867,0.44999998807907104
342,1622521517.3438144,0.4699999988079071
343,1622521517.3718321,0.479999989271164
344,1622521517.3851688,0.5
345,1622521517.4222255,0.5099999904632568
346,1622521517.439558,0.5299999713897705
347,1622521517.4762304,0.5400000214576721
348,1622521517.505247,0.5600000023841858
349,1622521517.5412054,0.5799999833106995
350,1622521517.557258,0.5899999737739563
351,1622521517.5839546,0.6100000143051147
352,1622521517.6014385,0.6299999952316284
353,1622521517.6371255,0.6399999856948853
354,1622521517.6532097,0.6600000262260437
355,1622521517.6840944,0.6800000071525574
356,1622521517.700175,0.6899999976158142
357,1622521517.7453687,0.7099999785423279
358,1622521517.7621546,0.7200000286102295
359,1622521517.7980757,0.75
360,1622521517.8133204,0.7699999809265137
361,1622521517.842596,0.7799999713897705
362,1622521517.8653178,0.8000000119209291
363,1622521517.8973706,0.8199999928474426
364,1622521517.9173546,0.8399999737739563
365,1622521517.9569054,0.8500000238418579
366,1622521517.9702597,0.8700000047683716
367,1622521518.0167813,0.8899999856948853
368,1622521518.029527,0.9100000262260436
369,1622521518.0648992,0.9300000071525574
370,1622521518.0894785,0.9499999880790709
371,1622521518.125975,0.9700000286102296
372,1622521518.1571784,0.9900000095367432
373,1622521518.1973715,1.0199999809265137
374,1622521518.21761,1.0399999618530271
375,1622521518.2402244,1.0599999427795408
376,1622521518.268811,1.0800000429153442
377,1622521518.2914002,1.100000023841858
378,1622521518.3224974,1.1299999952316284
379,1622521518.3430018,1.149999976158142
380,1622521518.3665204,1.1699999570846558
381,1622521518.3878224,1.2000000476837158
382,1622521518.4105241,1.2300000190734863
383,1622521518.4305198,1.2400000095367432
384,1622521518.454499,1.2799999713897705
385,1622521518.4731836,1.2999999523162842
386,1622521518.501192,1.3300000429153442
387,1622521518.5158186,1.3700000047683716
388,1622521518.5451725,1.3899999856948853
389,1622521518.5612562,1.4199999570846558
390,1622521518.593149,1.4500000476837158
391,1622521518.609879,1.4900000095367432
392,1622521518.6447198,1.5099999904632568
393,1622521518.658767,1.5399999618530271
394,1622521518.695637,1.5700000524520874
395,1622521518.709352,1.6000000238418581
396,1622521518.7426536,1.6399999856948853
397,1622521518.7560284,1.6699999570846558
398,1622521518.787964,1.7000000476837158
399,1622521518.7977786,1.7300000190734863
400,1622521518.8305855,1.7599999904632568
401,1622521518.8412495,1.7999999523162842
402,1622521518.8853233,1.830000042915344
403,1622521518.8967948,1.870000004768372
404,1622521518.940376,1.8899999856948853
405,1622521518.9529946,1.9299999475479128
406,1622521518.9857678,1.9700000286102293
407,1622521519.0016177,2.0
408,1622521519.0336714,2.039999961853028
409,1622521519.0453305,2.0799999237060547
410,1622521519.0800233,2.1199998855590816
411,1622521519.0932624,2.1600000858306885
412,1622521519.1285374,2.200000047683716
413,1622521519.138724,2.240000009536743
414,1622521519.1720953,2.2699999809265137
415,1622521519.1841526,2.3199999332427983
416,1622521519.2498474,2.3499999046325684
417,1622521519.2631092,2.390000104904175
418,1622521519.3067985,2.440000057220459
419,1622521519.3293095,2.470000028610229
420,1622521519.3639355,2.5
421,1622521519.3760686,2.559999942779541
422,1622521519.410681,2.5899999141693115
423,1622521519.4213367,2.640000104904175
424,1622521519.4533455,2.6700000762939453
425,1622521519.4653075,2.7100000381469727
426,1622521519.4987867,2.75
427,1622521519.5094275,2.799999952316284
428,1622521519.5441325,2.8399999141693115
429,1622521519.5547936,2.890000104904175
430,1622521519.5870645,2.9300000667572017
431,1622521519.59739,2.970000028610229
432,1622521519.6293795,3.0199999809265137
433,1622521519.6400788,3.0699999332427983
434,1622521519.6721988,3.109999895095825
435,1622521519.68275,3.150000095367432
436,1622521519.7173774,3.2100000381469727
437,1622521519.7280777,3.25
438,1622521519.7600894,3.289999961853028
439,1622521519.7707653,3.3399999141693115
440,1622521519.8027878,3.400000095367432
441,1622521519.8174305,3.4300000667572017
442,1622521519.8454125,3.4800000190734863
443,1622521519.8667738,3.5199999809265137
444,1622521519.8933954,3.5699999332427983
445,1622521519.9134302,3.619999885559082
446,1622521519.9361055,3.660000085830689
447,1622521519.9547756,3.7100000381469727
448,1622521519.9787881,3.75
449,1622521520.001406,3.7999999523162837
450,1622521520.0214207,3.839999914169312
451,1622521520.048091,3.869999885559082
452,1622521520.0667634,3.9300000667572017
453,1622521520.0947773,3.9700000286102295
454,1622521520.1096165,4.010000228881837
455,1622521520.1387744,4.059999942779541
456,1622521520.152106,4.110000133514403
457,1622521520.1841016,4.150000095367432
458,1622521520.194771,4.179999828338623
459,1622521520.2294323,4.260000228881837
460,1622521520.2401195,4.2800002098083505
461,1622521520.2721353,4.3400001525878915
462,1622521520.282769,4.369999885559082
463,1622521520.3147905,4.429999828338623
464,1622521520.3253984,4.46999979019165
465,1622521520.3574119,4.510000228881836
466,1622521520.368092,4.550000190734863
467,1622521520.4028506,4.5900001525878915
468,1622521520.4134426,4.639999866485597
469,1622521520.4454846,4.670000076293945
470,1622521520.456152,4.710000038146973
471,1622521520.4881518,4.760000228881836
472,1622521520.4988127,4.789999961853027
473,1622521520.529404,4.8400001525878915
474,1622521520.5415013,4.869999885559082
475,1622521520.5761187,4.929999828338623
476,1622521520.5867705,4.960000038146973
477,1622521520.618782,5.0
478,1622521520.6294868,5.050000190734863
479,1622521520.6715276,5.070000171661377
480,1622521520.6851387,5.139999866485597
481,1622521520.7214475,5.179999828338623
482,1622521520.7348578,5.210000038146973
483,1622521520.7813563,5.260000228881836
484,1622521520.7916286,5.289999961853027
485,1622521520.8335192,5.349999904632568
486,1622521520.8442075,5.369999885559082
487,1622521520.8931673,5.429999828338623
488,1622521520.901935,5.440000057220459
489,1622521520.9360535,5.489999771118164
490,1622521520.946683,5.539999961853027
491,1622521520.9853685,5.559999942779541
492,1622521520.9961581,5.610000133514403
493,1622521521.0335262,5.639999866485597
494,1622521521.0468805,5.690000057220459
495,1622521521.0790415,5.71999979019165
496,1622521521.0977712,5.769999980926514
497,1622521521.1217372,5.800000190734862
498,1622521521.1454859,5.8400001525878915
499,1622521521.1694946,5.880000114440918
500,1622521521.1908345,5.920000076293945
501,1622521521.2175732,5.940000057220459
502,1622521521.239102,5.989999771118164
503,1622521521.2579176,6.019999980926514
504,1622521521.285764,6.070000171661378
505,1622521521.3021116,6.0999999046325675
506,1622521521.3412757,6.119999885559082
507,1622521521.3545506,6.170000076293945
508,1622521521.3893824,6.199999809265138
509,1622521521.3987215,6.230000019073486
510,1622521521.430743,6.28000020980835
511,1622521521.4431946,6.320000171661378
512,1622521521.4752214,6.3400001525878915
513,1622521521.4896805,6.380000114440918
514,1622521521.5294278,6.429999828338622
515,1622521521.5389464,6.449999809265138
516,1622521521.5788624,6.489999771118164
517,1622521521.5933545,6.519999980926514
518,1622521521.6266005,6.559999942779541
519,1622521521.637268,6.5900001525878915
520,1622521521.6692755,6.619999885559082
521,1622521521.6844008,6.6500000953674325
522,1622521521.7227035,6.690000057220459
523,1622521521.7333438,6.730000019073486
524,1622521521.765376,6.739999771118164
525,1622521521.7760756,6.800000190734862
526,1622521521.8081074,6.800000190734862
527,1622521521.818716,6.860000133514403
528,1622521521.850701,6.869999885559082
529,1622521521.8613436,6.929999828338622
530,1622521521.901007,6.949999809265138
531,1622521521.9114695,6.980000019073486
532,1622521521.9458632,7.019999980926514
533,1622521521.9575894,7.059999942779541
534,1622521521.989328,7.110000133514403
535,1622521521.999932,7.119999885559082
536,1622521522.0319538,7.1500000953674325
537,1622521522.0492618,7.190000057220459
538,1622521522.077242,7.239999771118164
539,1622521522.0988588,7.210000038146973
540,1622521522.1215446,7.300000190734862
541,1622521522.1414845,7.289999961853027
542,1622521522.165502,7.329999923706055
543,1622521522.1933427,7.3400001525878915
544,1622521522.209439,7.369999885559082
545,1622521522.240202,7.389999866485597
546,1622521522.2574728,7.4099998474121085
547,1622521522.2881274,7.440000057220459
548,1622521522.2988741,7.460000038146973
549,1622521522.3335118,7.449999809265138
550,1622521522.3440793,7.5
551,1622521522.3761733,7.489999771118164
552,1622521522.3882113,7.489999771118164
553,1622521522.4253855,7.53000020980835
554,1622521522.43612,7.539999961853027
555,1622521522.46813,7.53000020980835
556,1622521522.4814756,7.579999923706055
557,1622521522.5122411,7.5999999046325675
558,1622521522.522857,7.579999923706055
559,1622521522.5548773,7.5900001525878915
560,1622521522.5682256,7.5999999046325675
561,1622521522.6049914,7.5999999046325675
562,1622521522.614957,7.630000114440918
563,1622521522.6468694,7.619999885559082
564,1622521522.6614134,7.619999885559082
565,1622521522.6921988,7.630000114440918
566,1622521522.7054524,7.639999866485597
567,1622521522.7375553,7.630000114440918
568,1622521522.7481887,7.630000114440918
569,1622521522.784275,7.610000133514403
570,1622521522.7949178,7.610000133514403
571,1622521522.8269253,7.610000133514403
572,1622521522.8376045,7.610000133514403
573,1622521522.8695445,7.619999885559082
574,1622521522.8842714,7.619999885559082
575,1622521522.9209454,7.630000114440918
576,1622521522.9409175,7.630000114440918
577,1622521522.9662535,7.619999885559082
578,1622521522.998512,7.619999885559082
579,1622521523.0172946,7.5999999046325675
580,1622521523.053324,7.619999885559082
581,1622521523.068002,7.610000133514403
582,1622521523.100478,7.619999885559082
583,1622521523.110569,7.5999999046325675
584,1622521523.145296,7.5999999046325675
585,1622521523.1562452,7.5999999046325675
586,1622521523.196066,7.5900001525878915
587,1622521523.2068038,7.570000171661378
588,1622521523.2388735,7.579999923706055
589,1622521523.2589505,7.550000190734862
590,1622521523.2905257,7.539999961853027
591,1622521523.3010836,7.550000190734862
592,1622521523.337481,7.550000190734862
593,1622521523.349015,7.539999961853027
594,1622521523.3893785,7.539999961853027
595,1622521523.3987575,7.53000020980835
596,1622521523.437517,7.53000020980835
597,1622521523.4495394,7.5
598,1622521523.4895244,7.53000020980835
599,1622521523.5007427,7.5
600,1622521523.5455127,7.510000228881836
601,1622521523.5655384,7.519999980926514
602,1622521523.6017096,7.510000228881836
603,1622521523.6130235,7.510000228881836
604,1622521523.6532009,7.489999771118164
605,1622521523.6639025,7.480000019073486
606,1622521523.7132547,7.480000019073486
607,1622521523.7371526,7.480000019073486
608,1622521523.7701154,7.46999979019165
609,1622521523.7842605,7.46999979019165
610,1622521523.8123755,7.46999979019165
611,1622521523.8270745,7.460000038146973
612,1622521523.8550427,7.449999809265138
613,1622521523.8765554,7.440000057220459
614,1622521523.906258,7.440000057220459
615,1622521523.9373891,7.420000076293945
616,1622521523.9599855,7.420000076293945
617,1622521523.986706,7.4000000953674325
618,1622521524.002715,7.420000076293945
619,1622521524.039777,7.420000076293945
620,1622521524.0530741,7.4099998474121085
621,1622521524.0852106,7.4099998474121085
622,1622521524.095819,7.420000076293945
623,1622521524.1304483,7.389999866485597
624,1622521524.1410909,7.4000000953674325
625,1622521524.1731582,7.389999866485597
626,1622521524.1837401,7.380000114440918
627,1622521524.2158258,7.360000133514403
628,1622521524.2264555,7.369999885559082
629,1622521524.2585073,7.360000133514403
630,1622521524.2691903,7.369999885559082
631,1622521524.303753,7.3499999046325675
632,1622521524.3146784,7.360000133514403
633,1622521524.346618,7.329999923706055
634,1622521524.3572376,7.3400001525878915
635,1622521524.3892312,7.329999923706055
636,1622521524.3997545,7.309999942779541
637,1622521524.43178,7.320000171661378
638,1622521524.4451325,7.329999923706055
639,1622521524.479843,7.300000190734862
640,1622521524.4904554,7.309999942779541
641,1622521524.522508,7.320000171661378
642,1622521524.541191,7.289999961853027
643,1622521524.5732894,7.320000171661378
644,1622521524.5837035,7.300000190734862
645,1622521524.6157475,7.289999961853027
646,1622521524.6290946,7.269999980926514
647,1622521524.6617134,7.289999961853027
648,1622521524.6770976,7.269999980926514
649,1622521524.7037616,7.25
650,1622521524.7297595,7.260000228881836
651,1622521524.7581847,7.269999980926514
652,1622521524.78825,7.28000020980835
653,1622521524.8167872,7.269999980926514
654,1622521524.8455706,7.269999980926514
655,1622521524.8630135,7.25
656,1622521524.8895698,7.230000019073486
657,1622521524.9080596,7.25
658,1622521524.9393506,7.230000019073486
659,1622521524.9596686,7.21999979019165
660,1622521524.9915507,7.21999979019165
661,1622521525.0021868,7.21999979019165
662,1622521525.044848,7.21999979019165
663,1622521525.055516,7.230000019073486
664,1622521525.0875432,7.190000057220459
665,1622521525.0982108,7.21999979019165
666,1622521525.1301675,7.179999828338622
667,1622521525.1407769,7.1599998474121085
668,1622521525.181057,7.130000114440918
669,1622521525.1916814,7.1500000953674325
670,1622521525.2512558,7.0900001525878915
671,1622521525.2620418,7.1599998474121085
672,1622521525.2989972,7.1500000953674325
673,1622521525.309902,7.0999999046325675
674,1622521525.3614314,7.139999866485597
675,1622521525.372142,7.139999866485597
676,1622521525.4121876,7.139999866485597
677,1622521525.4315073,7.170000076293945
678,1622521525.4656086,7.1599998474121085
679,1622521525.476051,7.1599998474121085
680,1622521525.5080268,7.139999866485597
681,1622521525.5187342,7.1500000953674325
682,1622521525.5642052,7.110000133514403
683,1622521525.5748081,7.1500000953674325
684,1622521525.6084757,7.179999828338622
685,1622521525.6245275,7.199999809265138
686,1622521525.6538289,7.21999979019165
687,1622521525.6701472,7.269999980926514
688,1622521525.696553,7.21999979019165
689,1622521525.7176068,7.25
690,1622521525.741432,7.239999771118164
691,1622521525.7852654,7.260000228881836
692,1622521525.8025904,7.21999979019165
693,1622521525.8411975,7.21999979019165
694,1622521525.8573444,7.21999979019165
695,1622521525.8893375,7.230000019073486
696,1622521525.9000552,7.210000038146973
697,1622521525.93207,7.21999979019165
698,1622521525.9445176,7.199999809265138
699,1622521525.9747696,7.199999809265138
700,1622521525.985404,7.199999809265138
701,1622521526.0214226,7.230000019073486
702,1622521526.0322142,7.199999809265138
703,1622521526.064391,7.199999809265138
704,1622521526.0749347,7.25
705,1622521526.1068373,7.239999771118164
706,1622521526.117482,7.260000228881836
707,1622521526.158084,7.300000190734862
708,1622521526.1687384,7.329999923706055
709,1622521526.2141964,7.3499999046325675
710,1622521526.2250214,7.4000000953674325
711,1622521526.2590034,7.4099998474121085
712,1622521526.269634,7.429999828338622
713,1622521526.301593,7.420000076293945
714,1622521526.3122866,7.5
715,1622521526.3574226,7.5
716,1622521526.3710544,7.5
717,1622521526.4067018,7.489999771118164
718,1622521526.4172168,7.539999961853027
719,1622521526.4562426,7.519999980926514
720,1622521526.4668536,7.5
721,1622521526.508136,7.53000020980835
722,1622521526.5214193,7.510000228881836
723,1622521526.5504005,7.510000228881836
724,1622521526.5791054,7.510000228881836
725,1622521526.604388,7.550000190734862
726,1622521526.6257858,7.539999961853027
727,1622521526.6474972,7.559999942779541
728,1622521526.6746194,7.550000190734862
729,1622521526.692061,7.5900001525878915
730,1622521526.7212956,7.5900001525878915
731,1622521526.734638,7.550000190734862
732,1622521526.769461,7.610000133514403
733,1622521526.7804668,7.6599998474121085
734,1622521526.8119974,7.710000038146973
735,1622521526.8226016,7.6599998474121085
736,1622521526.854642,7.670000076293945
737,1622521526.8653238,7.769999980926514
738,1622521526.89735,7.809999942779541
739,1622521526.908122,7.6599998474121085
740,1622521526.9426322,7.639999866485597
741,1622521526.9535375,7.730000019073486
742,1622521526.9854221,7.8499999046325675
743,1622521526.9965856,7.769999980926514
744,1622521527.0279436,7.670000076293945
745,1622521527.0385962,7.789999961853027
746,1622521527.0705554,7.699999809265138
747,1622521527.0812047,7.690000057220459
748,1622521527.11587,7.760000228881836
749,1622521527.1266305,7.690000057220459
750,1622521527.1585848,7.71999979019165
751,1622521527.1693034,7.710000038146973
752,1622521527.201254,7.670000076293945
753,1622521527.2118993,7.739999771118164
754,1622521527.2438672,7.690000057220459
755,1622521527.2573266,7.670000076293945
756,1622521527.2996204,7.699999809265138
757,1622521527.3129835,7.71999979019165
758,1622521527.342343,7.75
759,1622521527.3610058,7.71999979019165
760,1622521527.385527,7.75
761,1622521527.4135165,7.769999980926514
762,1622521527.4396415,7.789999961853027
763,1622521527.497347,7.769999980926514
764,1622521527.5155993,7.8400001525878915
765,1622521527.5615554,7.8400001525878915
766,1622521527.5749369,7.809999942779541
767,1622521527.6057196,7.869999885559082
768,1622521527.6176767,7.8499999046325675
769,1622521527.6495845,7.860000133514403
770,1622521527.6602454,7.880000114440918
771,1622521527.704984,7.889999866485597
772,1622521527.7171614,7.880000114440918
773,1622521527.7477474,7.889999866485597
774,1622521527.7584374,7.9099998474121085
775,1622521527.7990484,7.920000076293945
776,1622521527.8128273,7.949999809265138
777,1622521527.843677,7.929999828338622
778,1622521527.8542244,7.949999809265138
779,1622521527.8962586,7.989999771118164
780,1622521527.906899,7.980000019073486
781,1622521527.9533455,8.010000228881836
782,1622521527.9626036,8.020000457763674
783,1622521528.0023875,8.039999961853027
784,1622521528.014763,8.050000190734862
785,1622521528.0467546,8.060000419616701
786,1622521528.057385,8.069999694824219
787,1622521528.0921335,8.079999923706055
788,1622521528.1026769,8.090000152587889
789,1622521528.1347609,8.100000381469728
790,1622521528.1453323,8.119999885559082
791,1622521528.186177,8.130000114440918
792,1622521528.199586,8.140000343322754
793,1622521528.228945,8.149999618530272
794,1622521528.2488546,8.149999618530272
795,1622521528.2768602,8.220000267028809
796,1622521528.296851,8.199999809265138
797,1622521528.319434,8.229999542236326
798,1622521528.3422484,8.239999771118164
799,1622521528.3620644,8.25
800,1622521528.3888485,8.239999771118164
801,1622521528.4095702,8.279999732971191
802,1622521528.4488714,8.279999732971191
803,1622521528.4635134,8.319999694824219
804,1622521528.4974606,8.310000419616701
805,1622521528.5173097,8.329999923706055
806,1622521528.5494392,8.340000152587889
807,1622521528.5629401,8.340000152587889
808,1622521528.6034265,8.369999885559082
809,1622521528.6141045,8.350000381469728
810,1622521528.6488008,8.359999656677246
811,1622521528.6594677,8.390000343322754
812,1622521528.6917832,8.390000343322754
813,1622521528.7007296,8.409999847412111
